vehicle_id,customer_id,vehicle_type,vehicle_model,battery_capacity_kwh,vehicle_age_years
V00517,CU00514,Commercial Van,Tata Ace EV,120,2
V00518,CU00442,SUV,Tata Nexon EV,70,2
V00519,CU00001,Hatchback,MG Comet,35,4
V00520,CU00903,Hatchback,Tata Tiago EV,30,3
V00521,CU01221,Sedan,BYD Seal,50,3
V00522,CU02322,Commercial Van,Tata Ace EV,80,0
V00523,CU00856,Commercial Van,Mahindra Treo,80,0
V00524,CU01018,Commercial Van,Mahindra Treo,60,1
V00525,CU02221,Two-Wheeler,Ather 450X,3,1
V00526,CU04681,SUV,Hyundai Ioniq 5,70,0
V00527,CU03505,SUV,Mahindra XUV400,82,0
V00528,CU04551,SUV,Tata Nexon EV,75,0
V00529,CU00196,Two-Wheeler,Ather 450X,3,3
V00530,CU04695,Sedan,MG5,55,4
V00531,CU01333,SUV,Mahindra XUV400,75,0
V00532,CU04652,Hatchback,MG Comet,30,2
V00533,CU01518,Sedan,BYD Seal,55,1
V00534,CU04535,Two-Wheeler,Ather 450X,2,0
V00535,CU02698,Commercial Van,Tata Ace EV,80,0
V00536,CU04455,SUV,Hyundai Ioniq 5,100,0
V00537,CU03108,Hatchback,MG Comet,35,2
V00538,CU01058,Commercial Van,Mahindra Treo,120,2
V00539,CU02706,Two-Wheeler,Ather 450X,4,0
V00540,CU02064,Sedan,BYD Seal,50,3
V00541,CU02793,SUV,Hyundai Ioniq 5,100,2
V00542,CU00421,Sedan,BYD Seal,55,1
V00543,CU04649,Sedan,BYD Seal,50,4
V00544,CU02815,Two-Wheeler,Ather 450X,3,4
V00545,CU02841,Hatchback,MG Comet,30,4
V00546,CU01032,Hatchback,Tata Tiago EV,35,1
V00547,CU01492,Hatchback,MG Comet,35,3
V00548,CU04976,Sedan,BYD Seal,55,3
V00549,CU01886,Hatchback,MG Comet,35,4
V00550,CU04948,Hatchback,MG Comet,30,2
V00551,CU00510,Hatchback,MG Comet,35,3
V00552,CU01860,Hatchback,Tata Tiago EV,30,0
V00553,CU01859,Sedan,BYD Seal,50,3
V00554,CU00914,Hatchback,Tata Tiago EV,40,1
V00555,CU02066,SUV,Tata Nexon EV,82,0
V00556,CU02967,SUV,Mahindra XUV400,70,1
V00557,CU04890,Hatchback,MG Comet,30,3
V00558,CU03838,SUV,Tata Nexon EV,75,0
V00559,CU01597,Commercial Van,Mahindra Treo,60,4
V00560,CU04443,Commercial Van,Tata Ace EV,80,4
V00561,CU01056,Hatchback,Tata Tiago EV,40,2
V00562,CU01024,Two-Wheeler,Ather 450X,3,1
V00563,CU03205,Sedan,BYD Seal,50,4
V00564,CU00576,Hatchback,MG Comet,35,2
V00565,CU00199,Sedan,BYD Seal,55,2
V00566,CU01366,Sedan,BYD Seal,55,4
V00567,CU01999,SUV,Mahindra XUV400,82,0
V00568,CU01017,SUV,Hyundai Ioniq 5,75,0
V00569,CU03619,Two-Wheeler,Ola S1,3,2
V00570,CU00026,Hatchback,MG Comet,35,0
V00571,CU01559,Sedan,BYD Seal,55,1
V00572,CU03725,Sedan,MG5,60,2
V00573,CU03459,Sedan,MG5,50,1
V00574,CU03357,Commercial Van,Tata Ace EV,60,3
V00575,CU02368,Two-Wheeler,Ather 450X,2,0
V00576,CU00471,Commercial Van,Tata Ace EV,80,4
V00577,CU02468,SUV,Tata Nexon EV,100,0
V00578,CU04747,Sedan,BYD Seal,60,3
V00579,CU00886,Sedan,BYD Seal,50,3
V00580,CU00876,Sedan,MG5,60,0
V00581,CU00942,Sedan,MG5,60,2
V00582,CU03042,Two-Wheeler,Ola S1,3,2
V00583,CU00572,Sedan,MG5,55,4
V00584,CU04150,Sedan,BYD Seal,50,1
V00585,CU00605,Two-Wheeler,Ola S1,4,0
V00586,CU04421,Two-Wheeler,Ola S1,4,2
V00587,CU03530,Sedan,MG5,50,2
V00588,CU04981,SUV,Mahindra XUV400,82,0
V00589,CU04361,Hatchback,Tata Tiago EV,30,2
V00590,CU00382,SUV,Hyundai Ioniq 5,100,1
V00591,CU01237,Hatchback,Tata Tiago EV,30,2
V00592,CU02381,Hatchback,Tata Tiago EV,35,3
V00593,CU03780,SUV,Hyundai Ioniq 5,70,3
V00594,CU02106,Sedan,MG5,60,2
V00595,CU01518,Two-Wheeler,Ola S1,3,2
V00596,CU01534,Two-Wheeler,Ola S1,4,2
V00597,CU03295,Hatchback,MG Comet,35,1
V00598,CU03441,Two-Wheeler,Ather 450X,2,2
V00599,CU03490,SUV,Mahindra XUV400,100,0
V00600,CU03946,Hatchback,MG Comet,40,1
V00601,CU04643,SUV,Hyundai Ioniq 5,100,2
V00602,CU00871,SUV,Tata Nexon EV,75,1
V00603,CU02151,SUV,Hyundai Ioniq 5,100,4
V00604,CU03233,Commercial Van,Mahindra Treo,120,1
V00605,CU03232,SUV,Mahindra XUV400,70,3
V00606,CU03767,Commercial Van,Tata Ace EV,60,0
V00607,CU04961,SUV,Hyundai Ioniq 5,82,4
V00608,CU03208,Hatchback,Tata Tiago EV,35,0
V00609,CU04494,Sedan,BYD Seal,60,1
V00610,CU04488,Hatchback,MG Comet,40,0
V00611,CU03827,SUV,Mahindra XUV400,100,3
V00612,CU01613,SUV,Tata Nexon EV,82,2
V00613,CU01078,Sedan,BYD Seal,55,3
V00614,CU01301,Hatchback,MG Comet,40,4
V00615,CU02159,Sedan,MG5,55,1
V00616,CU02272,Hatchback,MG Comet,35,1
V00617,CU02530,SUV,Tata Nexon EV,82,2
V00618,CU03261,Two-Wheeler,Ather 450X,4,3
V00619,CU00364,Commercial Van,Tata Ace EV,80,4
V00620,CU00846,Hatchback,MG Comet,30,4
V00621,CU03033,SUV,Mahindra XUV400,70,3
V00622,CU01328,SUV,Mahindra XUV400,70,4
V00623,CU03163,Commercial Van,Tata Ace EV,80,2
V00624,CU00392,SUV,Tata Nexon EV,82,3
V00625,CU03256,Hatchback,Tata Tiago EV,40,1
V00626,CU02060,Sedan,BYD Seal,55,3
V00627,CU03238,SUV,Hyundai Ioniq 5,82,3
V00628,CU02047,Two-Wheeler,Ather 450X,2,0
V00629,CU04242,Two-Wheeler,Ola S1,2,2
V00630,CU01306,Hatchback,Tata Tiago EV,40,2
V00631,CU02895,Commercial Van,Tata Ace EV,60,4
V00632,CU02033,Hatchback,MG Comet,35,0
V00633,CU00765,Commercial Van,Mahindra Treo,80,3
V00634,CU00499,Two-Wheeler,Ola S1,2,1
V00635,CU03369,SUV,Mahindra XUV400,82,1
V00636,CU02945,Two-Wheeler,Ather 450X,4,1
V00637,CU03805,Hatchback,Tata Tiago EV,30,2
V00638,CU04214,Hatchback,Tata Tiago EV,40,4
V00639,CU04461,Hatchback,MG Comet,30,1
V00640,CU00136,Hatchback,Tata Tiago EV,35,3
V00641,CU01101,SUV,Mahindra XUV400,100,1
V00642,CU01872,Hatchback,MG Comet,40,4
V00643,CU04034,Two-Wheeler,Ather 450X,3,3
V00644,CU04114,Sedan,BYD Seal,50,1
V00645,CU04013,SUV,Mahindra XUV400,75,0
V00646,CU00205,SUV,Tata Nexon EV,82,1
V00647,CU04595,Sedan,BYD Seal,55,3
V00648,CU02372,Hatchback,MG Comet,30,4
V00649,CU04691,Sedan,BYD Seal,55,1
V00650,CU00562,Two-Wheeler,Ather 450X,4,1
V00651,CU03315,SUV,Mahindra XUV400,82,0
V00652,CU03961,Sedan,MG5,60,1
V00653,CU02527,Two-Wheeler,Ather 450X,3,4
V00654,CU02212,Hatchback,MG Comet,35,0
V00655,CU02372,SUV,Mahindra XUV400,75,1
V00656,CU04736,Sedan,MG5,55,2
V00657,CU02682,Two-Wheeler,Ather 450X,3,3
V00658,CU02807,Commercial Van,Tata Ace EV,120,0
V00659,CU03770,Two-Wheeler,Ather 450X,3,2
V00660,CU02256,Sedan,BYD Seal,55,0
V00661,CU04411,Hatchback,Tata Tiago EV,40,2
V00662,CU00901,Two-Wheeler,Ather 450X,4,3
V00663,CU01751,Sedan,BYD Seal,55,1
V00664,CU04900,Hatchback,Tata Tiago EV,30,2
V00665,CU03296,Two-Wheeler,Ather 450X,4,3
V00666,CU03160,Sedan,MG5,50,3
V00667,CU01453,Hatchback,MG Comet,40,3
V00668,CU01244,Commercial Van,Mahindra Treo,60,3
V00669,CU02323,Sedan,MG5,50,4
V00670,CU01671,Sedan,BYD Seal,50,2
V00671,CU02028,Two-Wheeler,Ather 450X,4,1
V00672,CU01769,Two-Wheeler,Ather 450X,4,0
V00673,CU03664,Hatchback,MG Comet,40,4
V00674,CU02303,SUV,Mahindra XUV400,70,0
V00675,CU01170,Two-Wheeler,Ather 450X,4,3
V00676,CU04711,Hatchback,MG Comet,35,4
V00677,CU02433,Sedan,MG5,55,2
V00678,CU00387,Hatchback,Tata Tiago EV,40,2
V00679,CU02431,Two-Wheeler,Ather 450X,4,0
V00680,CU03349,Two-Wheeler,Ola S1,4,2
V00681,CU01406,Hatchback,MG Comet,35,1
V00682,CU00124,Two-Wheeler,Ather 450X,2,0
V00683,CU03998,Two-Wheeler,Ather 450X,2,0
V00684,CU03453,Sedan,BYD Seal,60,0
V00685,CU03897,SUV,Mahindra XUV400,75,1
V00686,CU01625,Hatchback,MG Comet,35,4
V00687,CU01182,Commercial Van,Mahindra Treo,80,3
V00688,CU00728,SUV,Hyundai Ioniq 5,100,4
V00689,CU03885,SUV,Hyundai Ioniq 5,100,0
V00690,CU03671,SUV,Hyundai Ioniq 5,75,0
V00691,CU01142,SUV,Tata Nexon EV,82,0
V00692,CU02376,Two-Wheeler,Ola S1,3,3
V00693,CU04032,SUV,Mahindra XUV400,100,1
V00694,CU00359,Commercial Van,Mahindra Treo,120,1
V00695,CU03743,SUV,Mahindra XUV400,70,0
V00696,CU02845,Hatchback,MG Comet,35,1
V00697,CU04539,Commercial Van,Tata Ace EV,80,2
V00698,CU02212,SUV,Mahindra XUV400,100,4
V00699,CU00973,SUV,Mahindra XUV400,75,0
V00700,CU00361,Commercial Van,Mahindra Treo,60,2
V00701,CU02633,Hatchback,Tata Tiago EV,40,2
V00702,CU03191,Sedan,MG5,50,0
V00703,CU04949,Hatchback,MG Comet,40,1
V00704,CU01625,SUV,Tata Nexon EV,70,4
V00705,CU03929,Two-Wheeler,Ola S1,4,3
V00706,CU01757,Commercial Van,Tata Ace EV,80,3
V00707,CU00241,Sedan,MG5,55,2
V00708,CU04762,Two-Wheeler,Ola S1,2,3
V00709,CU00976,Commercial Van,Mahindra Treo,120,3
V00710,CU04319,SUV,Mahindra XUV400,82,1
V00711,CU02314,Hatchback,Tata Tiago EV,40,2
V00712,CU01306,SUV,Hyundai Ioniq 5,82,4
V00713,CU00788,Commercial Van,Tata Ace EV,120,1
V00714,CU02429,Commercial Van,Tata Ace EV,80,1
V00715,CU00556,SUV,Hyundai Ioniq 5,70,3
V00716,CU02110,Two-Wheeler,Ather 450X,3,2
V00717,CU04943,Hatchback,MG Comet,40,2
V00718,CU02650,Hatchback,Tata Tiago EV,30,3
V00719,CU01560,Commercial Van,Mahindra Treo,80,2
V00720,CU04236,Hatchback,MG Comet,30,1
V00721,CU01364,Hatchback,MG Comet,40,4
V00722,CU03960,Sedan,BYD Seal,55,3
V00723,CU00590,SUV,Tata Nexon EV,75,0
V00724,CU01750,SUV,Mahindra XUV400,75,2
V00725,CU00541,Sedan,MG5,50,4
V00726,CU02423,Commercial Van,Tata Ace EV,120,4
V00727,CU00291,Commercial Van,Mahindra Treo,80,1
V00728,CU02091,Sedan,BYD Seal,60,0
V00729,CU03936,Sedan,BYD Seal,55,2
V00730,CU03959,Two-Wheeler,Ola S1,3,2
V00731,CU03860,SUV,Mahindra XUV400,70,3
V00732,CU01256,Sedan,BYD Seal,50,1
V00733,CU00008,Sedan,MG5,55,3
V00734,CU01658,Sedan,BYD Seal,55,1
V00735,CU04579,Hatchback,MG Comet,35,3
V00736,CU04429,Sedan,MG5,60,2
V00737,CU01257,SUV,Hyundai Ioniq 5,82,2
V00738,CU03951,Two-Wheeler,Ola S1,4,2
V00739,CU01040,Two-Wheeler,Ola S1,3,2
V00740,CU02117,Sedan,MG5,60,4
V00741,CU00685,Two-Wheeler,Ather 450X,3,3
V00742,CU04019,Hatchback,MG Comet,40,0
V00743,CU01798,Sedan,BYD Seal,50,3
V00744,CU01825,Two-Wheeler,Ather 450X,2,4
V00745,CU03535,SUV,Mahindra XUV400,70,0
V00746,CU00063,Sedan,MG5,55,3
V00747,CU00261,SUV,Tata Nexon EV,75,4
V00748,CU03572,Commercial Van,Mahindra Treo,120,3
V00749,CU03193,SUV,Hyundai Ioniq 5,82,1
V00750,CU04954,Two-Wheeler,Ola S1,3,1
V00751,CU01489,Commercial Van,Mahindra Treo,120,0
V00752,CU01131,Two-Wheeler,Ola S1,3,2
V00753,CU04276,SUV,Tata Nexon EV,82,2
V00754,CU00355,Hatchback,MG Comet,30,2
V00755,CU02775,Sedan,BYD Seal,55,2
V00756,CU00589,SUV,Hyundai Ioniq 5,75,4
V00757,CU00605,Two-Wheeler,Ola S1,4,0
V00758,CU02229,Sedan,MG5,50,4
V00759,CU00174,Commercial Van,Tata Ace EV,60,2
V00760,CU00354,Sedan,MG5,60,0
V00761,CU03291,Two-Wheeler,Ola S1,2,2
V00762,CU00434,Sedan,BYD Seal,50,4
V00763,CU02953,Sedan,BYD Seal,50,1
V00764,CU00259,Two-Wheeler,Ola S1,2,4
V00765,CU00868,Sedan,BYD Seal,55,3
V00766,CU02607,Hatchback,MG Comet,30,3
V00767,CU03646,SUV,Mahindra XUV400,70,1
V00768,CU00596,SUV,Hyundai Ioniq 5,75,4
V00769,CU00394,Two-Wheeler,Ather 450X,4,0
V00770,CU04432,Commercial Van,Tata Ace EV,60,4
V00771,CU02111,Hatchback,Tata Tiago EV,30,2
V00772,CU03865,SUV,Hyundai Ioniq 5,75,1
V00773,CU04140,SUV,Tata Nexon EV,100,3
V00774,CU02201,Commercial Van,Tata Ace EV,120,1
V00775,CU03998,Commercial Van,Tata Ace EV,60,2
V00776,CU03854,Two-Wheeler,Ather 450X,2,4
V00777,CU04950,SUV,Tata Nexon EV,70,4
V00778,CU03755,Hatchback,MG Comet,30,1
V00779,CU04371,Sedan,MG5,60,0
V00780,CU03430,SUV,Hyundai Ioniq 5,75,4
V00781,CU04522,Two-Wheeler,Ather 450X,3,0
V00782,CU04579,SUV,Tata Nexon EV,100,2
V00783,CU00214,Two-Wheeler,Ather 450X,3,2
V00784,CU02127,Sedan,MG5,55,1
V00785,CU00139,Two-Wheeler,Ola S1,4,0
V00786,CU04194,Hatchback,MG Comet,35,1
V00787,CU03961,Hatchback,Tata Tiago EV,35,1
V00788,CU00664,Hatchback,Tata Tiago EV,40,3
V00789,CU02833,Two-Wheeler,Ola S1,2,3
V00790,CU01074,Hatchback,Tata Tiago EV,40,2
V00791,CU04575,Two-Wheeler,Ola S1,4,3
V00792,CU04023,Hatchback,MG Comet,40,3
V00793,CU00162,Sedan,BYD Seal,50,1
V00794,CU01501,Commercial Van,Mahindra Treo,80,1
V00795,CU03179,SUV,Mahindra XUV400,82,3
V00796,CU04491,Hatchback,Tata Tiago EV,40,0
V00797,CU04897,Sedan,MG5,60,0
V00798,CU00186,Commercial Van,Mahindra Treo,120,2
V00799,CU04654,Sedan,BYD Seal,60,1
V00800,CU01981,SUV,Mahindra XUV400,75,3
V00801,CU04542,Sedan,BYD Seal,60,1
V00802,CU03989,Sedan,MG5,50,1
V00803,CU00830,Hatchback,Tata Tiago EV,35,2
V00804,CU03520,SUV,Hyundai Ioniq 5,70,3
V00805,CU03512,Two-Wheeler,Ola S1,4,2
V00806,CU03329,Sedan,MG5,55,4
V00807,CU03349,Two-Wheeler,Ather 450X,4,4
V00808,CU02486,Two-Wheeler,Ola S1,2,4
V00809,CU04612,Commercial Van,Mahindra Treo,60,4
V00810,CU01226,Hatchback,Tata Tiago EV,30,0
V00811,CU04852,Sedan,MG5,60,3
V00812,CU02845,Two-Wheeler,Ola S1,4,1
V00813,CU02734,Hatchback,Tata Tiago EV,35,0
V00814,CU04421,Hatchback,MG Comet,35,0
V00815,CU03997,Two-Wheeler,Ather 450X,3,4
V00816,CU02671,Sedan,MG5,60,4
V00817,CU04783,Sedan,MG5,50,2
V00818,CU01499,Sedan,MG5,50,1
V00819,CU01689,Two-Wheeler,Ather 450X,4,0
V00820,CU02448,Sedan,BYD Seal,60,1
V00821,CU00868,Two-Wheeler,Ola S1,3,0
V00822,CU04313,SUV,Hyundai Ioniq 5,100,2
V00823,CU03009,SUV,Mahindra XUV400,75,0
V00824,CU03525,Sedan,BYD Seal,55,0
V00825,CU02013,Hatchback,MG Comet,30,4
V00826,CU00240,SUV,Mahindra XUV400,70,3
V00827,CU00048,Sedan,BYD Seal,50,2
V00828,CU04050,Commercial Van,Mahindra Treo,120,2
V00829,CU03458,Sedan,BYD Seal,55,3
V00830,CU03280,SUV,Tata Nexon EV,75,1
V00831,CU03229,Sedan,BYD Seal,50,4
V00832,CU01249,Two-Wheeler,Ather 450X,4,0
V00833,CU01168,Sedan,MG5,60,3
V00834,CU03491,Sedan,MG5,55,0
V00835,CU04971,Two-Wheeler,Ather 450X,2,3
V00836,CU01898,SUV,Mahindra XUV400,82,0
V00837,CU03537,SUV,Hyundai Ioniq 5,100,4
V00838,CU02180,SUV,Mahindra XUV400,82,0
V00839,CU04721,Two-Wheeler,Ola S1,2,4
V00840,CU01971,Sedan,MG5,60,4
V00841,CU04697,Hatchback,Tata Tiago EV,30,3
V00842,CU02721,Two-Wheeler,Ather 450X,4,2
V00843,CU02382,Hatchback,MG Comet,35,1
V00844,CU01944,Two-Wheeler,Ola S1,3,2
V00845,CU03147,Hatchback,Tata Tiago EV,35,1
V00846,CU03484,Sedan,BYD Seal,60,0
V00847,CU03697,Hatchback,MG Comet,30,4
V00848,CU02826,SUV,Hyundai Ioniq 5,75,0
V00849,CU01828,SUV,Mahindra XUV400,82,0
V00850,CU00223,Hatchback,Tata Tiago EV,30,4
V00851,CU01747,Sedan,BYD Seal,55,0
V00852,CU00530,Commercial Van,Tata Ace EV,120,1
V00853,CU00134,Sedan,MG5,50,3
V00854,CU03804,Two-Wheeler,Ather 450X,3,1
V00855,CU04487,Commercial Van,Mahindra Treo,80,3
V00856,CU00102,Commercial Van,Mahindra Treo,80,3
V00857,CU03724,Two-Wheeler,Ather 450X,2,2
V00858,CU02729,Sedan,BYD Seal,60,2
V00859,CU02546,Commercial Van,Mahindra Treo,60,3
V00860,CU02559,Two-Wheeler,Ola S1,4,1
V00861,CU03042,Two-Wheeler,Ather 450X,4,0
V00862,CU02001,Hatchback,Tata Tiago EV,40,3
V00863,CU00949,Commercial Van,Tata Ace EV,60,0
V00864,CU01569,Two-Wheeler,Ola S1,4,1
V00865,CU04937,Two-Wheeler,Ather 450X,3,1
V00866,CU02054,Hatchback,Tata Tiago EV,35,2
V00867,CU03006,Hatchback,Tata Tiago EV,35,4
V00868,CU00194,Commercial Van,Mahindra Treo,60,3
V00869,CU00742,SUV,Hyundai Ioniq 5,70,2
V00870,CU03907,Sedan,BYD Seal,55,3
V00871,CU02960,Two-Wheeler,Ather 450X,2,2
V00872,CU04569,Hatchback,Tata Tiago EV,30,3
V00873,CU02264,Sedan,MG5,60,4
V00874,CU03421,Sedan,MG5,50,0
V00875,CU02924,Sedan,MG5,60,1
V00876,CU03255,Sedan,BYD Seal,60,0
V00877,CU03240,Hatchback,MG Comet,40,1
V00878,CU03866,Hatchback,Tata Tiago EV,30,4
V00879,CU00038,SUV,Mahindra XUV400,75,4
V00880,CU01699,Commercial Van,Tata Ace EV,80,4
V00881,CU04567,SUV,Hyundai Ioniq 5,82,2
V00882,CU04027,Sedan,BYD Seal,55,2
V00883,CU03214,Hatchback,Tata Tiago EV,35,3
V00884,CU01784,Two-Wheeler,Ola S1,2,0
V00885,CU01967,Commercial Van,Tata Ace EV,60,1
V00886,CU00103,Sedan,BYD Seal,60,1
V00887,CU00042,Sedan,BYD Seal,60,1
V00888,CU02995,SUV,Mahindra XUV400,70,1
V00889,CU03219,Two-Wheeler,Ather 450X,3,3
V00890,CU02991,Sedan,MG5,60,1
V00891,CU04289,SUV,Tata Nexon EV,82,0
V00892,CU03370,Two-Wheeler,Ather 450X,2,1
V00893,CU01062,Commercial Van,Tata Ace EV,120,2
V00894,CU02550,Hatchback,Tata Tiago EV,30,0
V00895,CU01677,Commercial Van,Tata Ace EV,80,2
V00896,CU03690,Sedan,MG5,60,4
V00897,CU03998,Two-Wheeler,Ola S1,4,1
V00898,CU00326,SUV,Tata Nexon EV,82,2
V00899,CU01121,Sedan,BYD Seal,60,1
V00900,CU00108,SUV,Hyundai Ioniq 5,70,1
V00901,CU02679,Sedan,BYD Seal,60,3
V00902,CU00335,Hatchback,Tata Tiago EV,30,2
V00903,CU02040,Sedan,BYD Seal,50,3
V00904,CU00804,SUV,Hyundai Ioniq 5,100,2
V00905,CU01849,Hatchback,Tata Tiago EV,30,0
V00906,CU00767,Commercial Van,Tata Ace EV,120,3
V00907,CU03528,Hatchback,Tata Tiago EV,30,3
V00908,CU02307,Sedan,MG5,55,3
V00909,CU02830,Hatchback,MG Comet,30,2
V00910,CU01489,SUV,Mahindra XUV400,70,0
V00911,CU04130,Sedan,BYD Seal,55,1
V00912,CU03567,Sedan,BYD Seal,55,2
V00913,CU02374,Hatchback,MG Comet,40,2
V00914,CU00837,Hatchback,Tata Tiago EV,30,2
V00915,CU03310,Two-Wheeler,Ola S1,4,0
V00916,CU03613,SUV,Hyundai Ioniq 5,70,0
V00917,CU04835,Sedan,MG5,60,0
V00918,CU02792,Hatchback,MG Comet,40,1
V00919,CU04213,Two-Wheeler,Ather 450X,3,3
V00920,CU03984,Hatchback,MG Comet,35,4
V00921,CU03769,Commercial Van,Mahindra Treo,60,0
V00922,CU01505,Sedan,BYD Seal,50,2
V00923,CU02451,Sedan,BYD Seal,60,1
V00924,CU03045,Two-Wheeler,Ather 450X,3,3
V00925,CU02034,Two-Wheeler,Ather 450X,4,1
V00926,CU01700,Sedan,BYD Seal,50,1
V00927,CU02281,Sedan,BYD Seal,55,1
V00928,CU01308,Sedan,BYD Seal,55,3
V00929,CU02528,Commercial Van,Tata Ace EV,120,3
V00930,CU03839,SUV,Hyundai Ioniq 5,70,4
V00931,CU00976,Hatchback,MG Comet,35,0
V00932,CU02057,Hatchback,MG Comet,30,1
V00933,CU04811,Hatchback,MG Comet,35,4
V00934,CU02427,Sedan,BYD Seal,60,4
V00935,CU03675,Hatchback,Tata Tiago EV,35,2
V00936,CU02429,SUV,Mahindra XUV400,82,1
V00937,CU04940,Hatchback,MG Comet,40,3
V00938,CU03734,Sedan,MG5,60,2
V00939,CU00360,SUV,Tata Nexon EV,100,1
V00940,CU02224,Sedan,BYD Seal,55,0
V00941,CU00485,Hatchback,MG Comet,40,0
V00942,CU01429,Hatchback,Tata Tiago EV,40,1
V00943,CU02081,Hatchback,Tata Tiago EV,35,3
V00944,CU00696,Two-Wheeler,Ather 450X,4,0
V00945,CU04661,SUV,Mahindra XUV400,70,0
V00946,CU00202,Hatchback,Tata Tiago EV,35,1
V00947,CU03858,Sedan,BYD Seal,60,3
V00948,CU01199,Sedan,BYD Seal,55,3
V00949,CU01268,SUV,Hyundai Ioniq 5,82,0
V00950,CU02971,SUV,Hyundai Ioniq 5,82,1
V00951,CU00074,Sedan,BYD Seal,60,1
V00952,CU00096,Sedan,MG5,50,2
V00953,CU04269,Hatchback,MG Comet,35,2
V00954,CU03478,Two-Wheeler,Ola S1,3,0
V00955,CU02203,Two-Wheeler,Ather 450X,4,0
V00956,CU00258,Commercial Van,Mahindra Treo,60,4
V00957,CU03659,Hatchback,Tata Tiago EV,30,3
V00958,CU04426,Two-Wheeler,Ather 450X,3,3
V00959,CU02807,Two-Wheeler,Ather 450X,4,1
V00960,CU04257,Commercial Van,Mahindra Treo,120,1
V00961,CU00186,Sedan,BYD Seal,50,4
V00962,CU00143,Two-Wheeler,Ather 450X,2,1
V00963,CU03354,Hatchback,Tata Tiago EV,40,2
V00964,CU00640,SUV,Tata Nexon EV,75,4
V00965,CU03750,Sedan,BYD Seal,55,1
V00966,CU02075,Two-Wheeler,Ather 450X,2,1
V00967,CU03969,Two-Wheeler,Ola S1,2,1
V00968,CU00202,Sedan,BYD Seal,50,1
V00969,CU03093,SUV,Tata Nexon EV,100,2
V00970,CU03166,Hatchback,MG Comet,30,3
V00971,CU03080,Sedan,MG5,60,4
V00972,CU04568,Sedan,MG5,50,0
V00973,CU02103,Hatchback,Tata Tiago EV,35,4
V00974,CU00911,Two-Wheeler,Ather 450X,3,3
V00975,CU01572,Hatchback,Tata Tiago EV,40,0
V00976,CU03449,SUV,Mahindra XUV400,82,2
V00977,CU02160,Two-Wheeler,Ather 450X,4,0
V00978,CU04326,Commercial Van,Mahindra Treo,120,1
V00979,CU02545,Two-Wheeler,Ola S1,2,4
V00980,CU01330,Hatchback,Tata Tiago EV,30,3
V00981,CU03614,Two-Wheeler,Ather 450X,2,4
V00982,CU00461,Sedan,MG5,55,3
V00983,CU00807,Commercial Van,Tata Ace EV,60,3
V00984,CU03700,Two-Wheeler,Ather 450X,4,0
V00985,CU02274,Two-Wheeler,Ather 450X,2,3
V00986,CU00059,Hatchback,MG Comet,30,0
V00987,CU02476,SUV,Mahindra XUV400,70,4
V00988,CU04824,Two-Wheeler,Ola S1,4,2
V00989,CU01156,Two-Wheeler,Ola S1,3,1
V00990,CU00498,Hatchback,MG Comet,35,0
V00991,CU04326,Commercial Van,Mahindra Treo,60,3
V00992,CU04429,Hatchback,MG Comet,40,4
V00993,CU03977,SUV,Hyundai Ioniq 5,70,4
V00994,CU01608,SUV,Hyundai Ioniq 5,75,1
V00995,CU00721,Hatchback,MG Comet,35,3
V00996,CU01275,Hatchback,MG Comet,30,4
V00997,CU03868,Two-Wheeler,Ola S1,3,1
V00998,CU00691,Sedan,MG5,50,4
V00999,CU04024,Hatchback,MG Comet,30,1
V01000,CU04153,Two-Wheeler,Ola S1,4,4
V01001,CU03438,Two-Wheeler,Ola S1,2,4
V01002,CU02356,SUV,Mahindra XUV400,75,0
V01003,CU00750,Hatchback,Tata Tiago EV,40,4
V01004,CU03052,Hatchback,MG Comet,30,1
V01005,CU04774,Two-Wheeler,Ather 450X,4,1
V01006,CU03565,SUV,Tata Nexon EV,100,1
V01007,CU04656,SUV,Mahindra XUV400,70,1
V01008,CU01705,Two-Wheeler,Ather 450X,3,3
V01009,CU03446,Sedan,MG5,55,3
V01010,CU04445,Hatchback,MG Comet,40,3
V01011,CU02378,Commercial Van,Tata Ace EV,120,3
V01012,CU03232,SUV,Hyundai Ioniq 5,82,0
V01013,CU02216,SUV,Hyundai Ioniq 5,82,3
V01014,CU00886,Commercial Van,Tata Ace EV,80,3
V01015,CU00865,Commercial Van,Mahindra Treo,120,4
V01016,CU03495,SUV,Tata Nexon EV,100,2
V01017,CU03055,Sedan,MG5,55,3
V01018,CU00786,Commercial Van,Mahindra Treo,120,4
V01019,CU00457,SUV,Hyundai Ioniq 5,70,2
V01020,CU00345,Sedan,MG5,55,2
V01021,CU00554,SUV,Hyundai Ioniq 5,75,2
V01022,CU00788,Sedan,BYD Seal,50,1
V01023,CU01820,Two-Wheeler,Ather 450X,2,3
V01024,CU00705,Sedan,MG5,55,1
V01025,CU04908,Two-Wheeler,Ather 450X,4,0
V01026,CU00953,Two-Wheeler,Ather 450X,2,0
V01027,CU00815,Two-Wheeler,Ola S1,3,2
V01028,CU01549,Two-Wheeler,Ola S1,2,1
V01029,CU00144,Two-Wheeler,Ola S1,2,3
V01030,CU02778,Sedan,BYD Seal,50,3
V01031,CU03767,Hatchback,Tata Tiago EV,30,1
V01032,CU04959,Two-Wheeler,Ather 450X,2,1
V01033,CU03826,Sedan,BYD Seal,60,3
